"word_freq_make","word_freq_address","word_freq_all","word_freq_3d","word_freq_our","word_freq_over","word_freq_remove","word_freq_internet","word_freq_order","word_freq_mail","word_freq_receive","word_freq_will","word_freq_people","word_freq_report","word_freq_addresses","word_freq_free","word_freq_business","word_freq_email","word_freq_you","word_freq_credit","word_freq_your","word_freq_font","word_freq_000","word_freq_money","word_freq_hp","word_freq_hpl","word_freq_george","word_freq_650","word_freq_lab","word_freq_labs","word_freq_telnet","word_freq_857","word_freq_data","word_freq_415","word_freq_85","word_freq_technology","word_freq_1999","word_freq_parts","word_freq_pm","word_freq_direct","word_freq_cs","word_freq_meeting","word_freq_original","word_freq_project","word_freq_re","word_freq_edu","word_freq_table","word_freq_conference","char_freq_;","char_freq_(","char_freq_[","char_freq_!","char_freq_$","char_freq_#","capital_run_length_average","capital_run_length_longest","capital_run_length_total","Class"
0,0,0,0,0,0,0,0,0,0.110024449877751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508077733551861,0.177478580171359,0,0,0,0.0051966966966967,0.0202702702702703,0.053578049684835,-1
0.025,0.00700280112044818,0.198879551820728,0,0.051,0.124223602484472,0.0275103163686382,0.0320512820512821,0.608510638297872,0.200488997555012,0.05,0.0810810810810811,0,0,0,0.0136054421768707,0,0.201581027667984,0.193519351935194,0.0656,0.23,0,0,0.0680272108843537,0,0,0,0,0,0,0,0,0,0,0.0230414746543779,0,0,0,0.009000900090009,0,0,0,0,0,0,0,0,0,0,0,0.16156670746634,0.175337533753375,0.11981845688351,0.0203076923076923,0.00324774774774775,0.0412912912912913,0.190396737115313,1
0.065,0.00350140056022409,0.406162464985994,0,0.037,0.062111801242236,0,0,0.0425531914893617,0.0244498777506112,0.105,0.170111287758347,0,0,0,0,0,0,0.304230423042304,0,0.17375,0,0,0.072562358276644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0.0177944275345352,0,0.0471647164716472,0.0562783661119516,0.0153846153846154,0.0162057057057057,0.216216216216216,0.423989618094179,1
0.1475,0.00630252100840336,0.0252100840336134,0,0.029,0.0559006211180124,0,0.189102564102564,0.251063829787234,0.511002444987775,0.145,0.014308426073132,0.0522522522522523,0,0.168831168831169,0.0122448979591837,0.154296875,0.0770750988142293,0.287128712871287,0.0144,0.21125,0,0.591489361702128,0.224489795918367,0,0,0,0,0,0,0,0,0,0,0,0.0207373271889401,0,0,0.0081008100810081,0,0,0,0,0,0.0095,0,0,0,0.0110775427995972,0.0182627019433388,0,0.0601260126012601,0.0402420574886536,0.00676923076923077,0.0217612612612613,0.878378378378378,0.470893585465332,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000375375375375375,0.000750750750750751,0.000741564701520208,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778011204481793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092695587690026,-1
0,0.0371148459383754,0.148459383753501,0,0.08,0,0.0357634112792297,0.0833333333333333,0,0.0635696821515892,0,0.0842607313195548,0.0954954954954955,0.0954954954954955,0,0,0,0,0.193519351935194,0.0416,0.1,0,0,0,0.0169050715214564,0.0338101430429129,0,0,0,0,0,0,0.0725034199726402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121028744326778,0,0.00267117117117117,0.015015015015015,0.0302187615869485,1
0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732946298984035,0,0,0,0,0,0,0,0,0,0,0,0,0.0206040739873566,0,0,0.0266263237518911,0,0.00858558558558558,0.024024024024024,0.0396737115313311,1
0.065,0,0.145658263305322,0,0.052,0,0,0,0,0.0635696821515892,0,0.041335453100159,0,0,0,0,0,0.0513833992094862,0.117911791179118,0,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156062424969988,0.026,0.0364145658263305,0,0,0.0118328298086606,0.0110044486068836,0,0.00846084608460846,0,0,0.000121621621621622,0.0015015015015015,0.0096403411197627,-1
0.31,0.0287114845938375,0.34733893557423,0,0,0,0,0,0,0,0,0.0651828298887122,0,0,0,0.0557823129251701,0,0.162055335968379,0.335733573357336,0,0.155,0,0,0.0929705215419501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0.0152189182861157,0,0.082988298829883,0.15945537065053,0,0.00325225225225225,0.0135135135135135,0.0209492028179459,1
0.0275,0,0.030812324929972,0,0.011,0.0683229813664596,0,0,0.438297872340426,0,0,0.0540540540540541,0,0,0,0,0,0,0.0405040504050405,0,0.0275,0,0,0,0.0370611183355006,0.0884265279583875,0.0044,0,0,0,0,0,0.0465116279069768,0,0,0,0.0319303338171263,0,0,0,0,0,0,0,0,0,0,0,0.0196374622356495,0.0400374619527043,0.0189718482252142,0,0.00937972768532526,0,0.00361411411411411,0.03003003003003,0.0989988876529477,-1
0,0,0,0,0.229,0,0,0,0,0,0,0.181240063593005,0,0,0,0.624489795918367,0,0,0.30963096309631,0,0.1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0.15125263404355,0,0.349054905490549,0,0,0.0112027027027027,0.0217717717717718,0.0202076381164257,1
0,0.0245098039215686,0.196078431372549,0,0.035,0,0,0,0,0,0,0.111287758346582,0,0,0,0.142857142857143,0,0.138339920948617,0.18991899189919,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,0.0285647389370171,0,0.231143114311431,0,0,0.00396246246246246,0.045045045045045,0.0578420467185762,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187687687687688,0.00375375375375375,0.00148312940304042,-1
0,0,0,0,0.185,0,0,0,0,0,0,0.294117647058824,0.333333333333333,0,0,0,0,0,0.166516651665167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166516651665167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107207207207207,0.00225225225225225,0.00203930292918057,-1
0,0,0.165266106442577,0,0,0,0,0.189102564102564,0,0,0,0.475357710651828,0,0,0,0,0,0,0.107110711071107,0,0,0,0,0,0.0773732119635891,0.0767230169050715,0,0,0,0,0.135944700460829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915476469210958,0,0,0,0,0.00125525525525526,0.0045045045045045,0.0164998146088246,-1
0,0,0,0,0.087,0,0.119669876203576,0,0,0,0,0,0,0,0,0.357823129251701,0,0.171936758893281,0.236723672367237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143654365436544,0.0481089258698941,0,0.0262072072072072,0.101351351351351,0.0374490174267705,-1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94553706505295,0,0.00211861861861862,0.00675675675675676,0.00741564701520208,1
0.06,0,0.0672268907563025,0,0,0.298136645962733,0.0330123796423659,0,0,0.117359413202934,0.12,0.114467408585056,0.216216216216216,0,0,0.228571428571429,0.140625,0,0.172817281728173,0,0.21,0,0.102127659574468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121872187218722,0.25052950075643,0.0923076923076923,0.0050045045045045,0.0382882882882883,0.0793474230626622,1
0,0,0.131652661064426,0,0.143,0,0,0,0,0,0,0.151033386327504,0,0,0,0.0639455782312925,0.185546875,0,0.300630063006301,0,0.23875,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715,0,0,0,0,0.0177944275345352,0,0.0964896489648965,0.0925869894099849,0,0.00548498498498498,0.0578078078078078,0.0446792732665925,1
0.0125,0,0.0812324929971989,0,0.023,0.105590062111801,0.00687757909215956,0,0,0,0.325,0.130365659777424,0,0,0,0.103401360544218,0.021484375,0.0217391304347826,0.137713771377138,0.0464,0.1625,0,0.0978723404255319,0.0113378684807256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226586102719033,0.0302036993678295,0,0.0183618361836184,0.0783661119515885,0,0.00074024024024024,0.00525525525525526,0.122172784575454,1
0,0,0,0,0,0,0,0,0,0,0,0.661367249602544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.582633053221289,0,0,0,0,0,0,0,0,0,0,0.00148312940304042,-1
0.0175,0.00210084033613445,0.0504201680672269,0,0.01,0.0186335403726708,0,0,0.170212765957447,0,0,0.0158982511923688,0,0,0,0,0,0.00592885375494071,0.0126012601260126,0,0.0125,0,0,0,0.0305591677503251,0.0650195058517555,0.0012,0,0,0,0,0,0.103967168262654,0,0,0,0.04644412191582,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0.0473313192346425,0.0346523062514634,0.0214198286413709,0,0.00302571860816944,0,0.00335285285285285,0.0487987987987988,0.256952169076752,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000370782350760104,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000741564701520208,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.877587758775878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00281531531531532,0.00825825825825826,0.00834260289210234,-1
0,0,0,0,0.104,0.645962732919255,0,0,0,0,0,0,0,0,0,0.850340136054422,0,0,0.374437443744374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00341591591591592,0.00975975975975976,0.0174267704857249,1
0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109768378650554,0.102083821119176,0,0.157155715571557,0,0,0.00471771771771772,0.00825825825825826,0.00519095291064145,1
0.085,0.0175070028011204,0.0700280112044818,0,0.008,0.267080745341615,0.0110041265474553,0.0801282051282051,0.0340425531914894,0.359413202933985,0.17,0.0810810810810811,0.171171171171171,0,0.0735930735930736,0.0108843537414966,0,0,0.272727272727273,0,0.09625,0,0.14468085106383,0.0770975056689342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0.0114727230156872,0,0.0473447344734474,0.0795763993948563,0.04,0.00311711711711712,0.0457957957957958,0.0973303670745272,1
0,0,0.607843137254902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428853754940711,0.782178217821782,0,0.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5e-04,0.0015015015015015,0.00129773822766036,-1
0.2375,0,0.131652661064426,0.0222326234495671,0,0.590062111801242,0,0,0.2,0,0.235,0,0,0,0.614718614718615,0.0639455782312925,0.091796875,0.470355731225296,0,0,0.11875,0,0,0.106575963718821,0,0,0,0,0,0,0,0,0.0642954856361149,0,0,0,0,0,0,0,0,0,0,0,0,0.0658263305322129,0,0,0,0.185202528681808,0,0.0304230423042304,0.136762481089259,0.0695384615384615,0.012972972972973,0.193693693693694,0.133852428624397,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169216921692169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0.0819480215406228,0,0,0,0,0.000692192192192192,0.00375375375375375,0.00333704115684093,-1
0,0,0.0784313725490196,0,0.028,0,0,0,0,0,0,0.135135135135135,0,0,0,0,0,0,0.0252025202520252,0,0,0,0,0,0.110533159947984,0,0,0.129032258064516,0,0,0,0,0,0,0.129032258064516,0.587557603686636,0.0406386066763425,0,0.0252025202520252,0,0,0,0,0.0168067226890756,0,0,0,0,0.0561430010070493,0.0173261531257317,0,0,0,0,0.00143843843843844,0.0405405405405405,0.0350389321468298,-1
0,0,0.198879551820728,0,0.071,0,0,0,0,0,0,0,0,0,0,0.0965986394557823,0,0,0.127812781278128,0,0.08875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355,0,0,0,0,0.0283306017326153,0,0.196939693969397,0,0,0.00153303303303303,0.0112612612612613,0.0174267704857249,1
0,0,0,0,0,0.391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0.0567056705670567,0,0,0,0,0,0.205461638491547,0,0,0,0,0,0,0,0,0,0.145161290322581,0,0,0,0,0,0,0,0,0.0378151260504202,0,0,0,0,0,0,0,0,0,0,0.000840840840840841,0.00600600600600601,0.0116796440489433,-1
0.0525,0.00700280112044818,0.145658263305322,0,0.126,0.062111801242236,0,0,0.178723404255319,0.127139364303178,0.105,0.082670906200318,0.0756756756756757,0,0,0,0.1015625,0,0.407740774077408,0,0.25,0,0.131914893617021,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00655584172324982,0,0.0253825382538254,1,0,0.0154474474474474,0.144144144144144,0.188172043010753,1
0.1175,0.0217086834733894,0.131652661064426,0,0.005,0.0807453416149068,0.00687757909215956,0.0833333333333333,0.178723404255319,0.185819070904645,0.13,0.154213036565978,0.102702702702703,0.221621621621622,0,0.0136054421768707,0.091796875,0,0.290729072907291,0,0.18625,0,0.421276595744681,0.0770975056689342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.0156871926949192,0,0.0590459045904591,0.259606656580938,0.0966153846153846,0.0073993993993994,0.148648648648649,0.585650723025584,1
0,0,0,0,0,0.490683229813665,0,0,0,0,0,0,0,0,0,0.107482993197279,0,0,0.142214221422142,0,0,0,0.336170212765957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114658925979681,0,0,0,0,0,0,0,0,0,0,0,0.0289526686807654,0.0540856942168111,0.212362301101591,0.0831683168316832,0,0,0.0071966966966967,0.0157657657657658,0.0309603262884687,1
0,0,0,0,0.086,0,0.118294360385144,0,0,0,0,0,0,0,0.372294372294372,0,0,0.339920948616601,0.0774077407740774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19815668202765,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0.063685319597284,0,0,0.0411497730711044,0,0.00531681681681682,0.0225225225225225,0.0200222469410456,1
0,0,0,0,0,0,0.266850068775791,0,0,0,0,0,0,0,0,0.395918367346939,0.7578125,0,0.174617461746175,0,0.2425,0,0,0.439909297052154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223502304147465,0,0,0,0,0.0485,0,0,0,0,0.0304378365722313,0,0.0936093609360936,0.0393343419062027,0,0.00790690690690691,0.0187687687687688,0.0172413793103448,1
0.0375,0,0.341736694677871,0,0.045,0,0.0206327372764787,0,0.259574468085106,0.149144254278729,0,0.120826709062003,0.0540540540540541,0,0.12987012987013,0.0829931972789116,0.119140625,0,0.164716471647165,0.072,0.34375,0,0,0.0680272108843537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262233668929993,0,0.125652565256526,0.0202723146747352,0,0.00615765765765766,0.0465465465465465,0.148312940304042,1
0,0,0,0,0,0,0,0,0,0.332518337408313,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619047619,0,0,0,0,0,0,0,0,0.00457957957957958,0.0375375375375375,0.0148312940304042,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284470246734398,0,0.176417641764176,0,0,0,0.274509803921569,0,0,0,0,0.91588785046729,0,0.0882697260594709,0,0.0225022502250225,0,0,0.00289039039039039,0.0195195195195195,0.0291064145346682,-1
0,0,0,0,0,0,0,0,0,0,0,0.144674085850556,0,0,0,0,0.177734375,0,0.247524752475248,0,0,0,0,0,0.118985695708713,0,0,0,0,0,0,0,0,0,0,0,0.132075471698113,0,0,0,0,0.0637254901960784,0,0,0,0,0,0,0.0757804632426989,0,0,0.0541854185418542,0,0,0.00141441441441441,0.00525525525525526,0.0124212087504635,-1
0,0,0,0,0,0,0,0,0,0,0,0.117647058823529,0,0,0,0,0,0.146245059288538,0.134113411341134,0,0,0,0,0,0.290637191157347,0.28998699609883,0,0.170506912442396,0,0.170506912442396,0.170506912442396,0,0,0,0.170506912442396,0.170506912442396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238819948489815,0.12484700122399,0.0183618361836184,0,0.125538461538462,0.00168318318318318,0.00675675675675676,0.0159436410826845,-1
0,0,0,0,0.128,0,0,0,0.54468085106383,0,0,0,0,0.230630630630631,0,0,0,0,0.115211521152115,0,0,0,0,0,0.166449934980494,0.166449934980494,0.0512,0.294930875576037,0.0896358543417367,0.294930875576037,0.294930875576037,0.294930875576037,0,0.294930875576037,0.294930875576037,0.294930875576037,0,0,0,0.294930875576037,0,0,0,0,0,0,0,0,0,0.0931866073519082,0,0,0,0,0.00181681681681682,0.00750750750750751,0.00760103819058213,-1
0.0075,0,0.00840336134453781,0.00304235899836181,0.006,0.0186335403726708,0,0,0.136170212765957,0,0,0.014308426073132,0,0,0,0,0,0.00592885375494071,0.0117011701170117,0,0.01125,0,0,0,0.0910273081924577,0.187256176853056,0.0012,0,0,0,0,0,0.012311901504788,0,0,0.00691244239631336,0.184325108853411,0.0192307692307692,0,0,0,0,0,0.00360144057623049,0,0,0,0,0.0568982880161128,0.0550222430344182,0.110771113831089,0,0.0027231467473525,0,0.00263363363363363,0.0247747747747748,0.498146088246199,-1
0.1725,0,0,0,0.139,0,0.0949105914718019,0,0,0,0,0.109697933227345,0,0,0,0,0,0,0.314131413141314,0,0.17375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352835283528353,0,0,0.00765765765765766,0.042042042042042,0.0337411939191694,1
0,0,0,0,0,0,0,0,0,0.19559902200489,0,0.170111287758347,0,0,0,0.0353741496598639,0,0,0.0963096309630963,0,0.235,0,0,0,0.139791937581274,0.209362808842653,0.0428,0.0599078341013825,0.0182072829131653,0.0599078341013825,0.0599078341013825,0.0599078341013825,0,0.0599078341013825,0.0599078341013825,0.0599078341013825,0.0769230769230769,0,0,0.0599078341013825,0,0,0.148459383753501,0.031812725090036,0.0265,0,0,0,0.0438066465256798,0.102317958323578,0,0.00774077407740774,0,0,0.00282132132132132,0.0135135135135135,0.0483870967741935,-1
0.02,0,0.0476190476190476,0,0,0.0496894409937888,0,0,0.0340425531914894,0,0,0,0.0144144144144144,0,0,0,0,0.0158102766798419,0.377137713771377,0,0.17375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0.00780463242698892,0.0182627019433388,0,0.014041404140414,0,0,0.000171171171171171,0.00600600600600601,0.0502410085279941,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555355535553555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0.222322232223222,0,0,0.0052042042042042,0.00675675675675676,0.0246570263255469,1
0,0,0,0,0.013,0.161490683229814,0,0,0,0.0317848410757946,0,0.186009538950715,0.0234234234234234,0.0234234234234234,0,0,0.1015625,0,0,0,0,0,0,0,0.23667100130039,0.0845253576072822,0,0,0.00910364145658263,0.119815668202765,0,0,0,0,0,0.0898617511520737,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0.033987915407855,0.0236478576445797,0,0,0,0,0.00137387387387387,0.0135135135135135,0.0715609936967,-1
0,0,0,0,0.151,0,0,0,0,0,0,0.481717011128776,0,0,0,0,0,0,0.135913591359136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906362545018007,0,0,0,0,0,0.128073050807773,0,0,0,0,0.00112612612612613,0.003003003003003,0.0050055617352614,-1
0,0,0.173669467787115,0,0,0,0,0,0,0,0,0.0492845786963434,0,0,0,0,0,0,0.306930693069307,0,0,0,0,0,0.0201560468140442,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0.0868347338935574,0,0,0,0.062,0,0,0,0,0.0262233668929993,0,0.0405040504050405,0,0,0.0013003003003003,0.00225225225225225,0.0050055617352614,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604681404421326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333633633633634,0.00600600600600601,0.00519095291064145,-1
